cell name,mos_num,score,width,bbox,pin_access,symmetric,drc,runtime
XOR3D2,34,75.01748091,29.09090909,13.83333333,8.871237544,6,10,7.222000946
DSRNQV4,34,87.79955745,35.32467532,15.66666667,9.582546427,10,10,7.225669027
NDSRNQV4,34,88.6130913,35.32467532,18.5,7.562816595,10,10,7.225599376
SDQNV4,34,92.65655979,36.92307692,20,8.508980048,10,10,7.224502815
SDQV4,34,92.65676873,36.92307692,20,8.508980048,10,10,7.224711754
SNDQV4,34,92.41937801,36.92307692,20,8.27080118,10,10,7.225499904
DFD2,35,76.05541004,32.43243243,11.5,7.904333381,7,10,7.218644222
DFND2,35,79.28470253,33.51351351,13.5,8.052894371,7,10,7.218294648
DFKCSND2,36,93.32112087,37,20,9.10587227,10,10,7.2152486
DFNSND2,36,86.44591911,34.28571429,18.16666667,8.78093843,8,10,7.212599726
DFSND2,36,88.46876226,35.32467532,18.83333333,9.098415593,8,10,7.212338009
FA1D2,36,80.12264176,33.33333333,14.83333333,8.744845339,6,10,7.211129756
MUX4D2,36,95.89833839,39.02439024,20,9.659090909,10,10,7.214857242
SDGRNQNV4,36,92.39485483,36,20,9.178442039,10,10,7.216412791
XOR4D2,37,84.74377298,32.63157895,16.5,9.401334818,9,10,7.210859217
SDFKCNQARD2,38,90.02691908,33.58024691,20,9.240841119,10,10,7.205831051
SDFQD2,38,80.0598265,31.57894737,16.16666667,9.114809969,6,10,7.199402496
SDRNQNV4,38,93.189795,37.07317073,20,8.912162686,10,10,7.204461581
SDRNQV4,38,93.52729028,37.07317073,20,9.249433321,10,10,7.204686225
SDRQNV4,38,92.62310871,36.62650602,20,8.792155271,10,10,7.204447419
SDRQV4,38,92.91929138,36.62650602,20,9.087737854,10,10,7.205047499
SDSNQNV4,38,93.95338016,37.59036145,19.83333333,9.32788156,10,10,7.20180382
SDSNQV4,38,93.166865,36.62650602,20,9.335470091,10,10,7.204888882
SNDRNQV4,38,93.32766548,37.07317073,20,9.049726932,10,10,7.204767813
SDFSYNQD2,40,92.10920478,36.27906977,20,8.636151656,10,10,7.193983357
SDFSYNQND2,40,92.12044204,36.27906977,20,8.646246898,10,10,7.195125373
EDRNQNV4,40,89.39326021,34.82352941,18.5,8.875035431,10,10,7.194695362
SDGRSNQNV4,40,91.61984937,35.23809524,20,9.187503297,10,10,7.194250837
DFCNQD2,41,73.60027428,32.20779221,9,8.180119286,7,10,7.212362786
DFMQD2,42,65.98239808,28.42105263,8.166666667,8.195823316,4,10,7.198855468
FA1OPTCD2,42,93.43016953,38.04878049,19.33333333,8.835636669,10,10,7.212419044
SDFKCNARD2,42,91.07305638,34.82352941,20,9.042517384,10,10,7.207009586
SDFKCNQD2,42,82.00542479,32.19512195,16,8.603732113,8,10,7.206570726
SDFQND2,42,73.72895245,29.09090909,12.5,8.933818977,6,10,7.204224382
SDFSNQD2,42,82.22542242,33.17073171,17,8.851576058,6,10,7.203114651
SDSRNQV4,42,93.06640719,36.7816092,20,9.077481705,10,10,7.207316293
SNDSRNQV4,42,92.62920423,36.7816092,20,8.639960109,10,10,7.20763493
SDFQOPTBD2,43,79.31384585,32.77108434,15.33333333,9.011226981,5,10,7.198201195
DFCSNQD2,44,70.73465797,31.2195122,5.333333333,8.982787032,8,10,7.199025412
SDFNSYND2,44,92.70948103,36.44444444,20,9.067529843,10,10,7.197506745
SDFSYND2,44,92.51738602,36.44444444,20,8.874898164,10,10,7.198043413
SDFSYNSNQD2,44,91.7090584,35.55555556,20,8.953312102,10,10,7.200190739
DFCND2,45,77.52763615,32.59259259,12.33333333,8.41081461,7,10,7.190895616
DFNCND2,45,75.84881267,33.58024691,9.833333333,8.244741391,7,10,7.190491035
SDFSYNCNQD2,45,90.9748766,36.04395604,19.5,9.239781545,9,10,7.191139007
EDFQD2,46,52.19604582,25.64102564,-3.166666667,8.541461709,4,10,7.180225136
SDFCNQARD2,46,85.18404006,32.94117647,19.83333333,9.22827754,6,10,7.181252712
SDFKCND2,46,85.24222757,32.55813953,18.33333333,9.165402291,8,10,7.185352407
SDFNSND2,46,83.02174707,32.55813953,17.83333333,9.448928076,6,10,7.181346129
SDFSND2,46,87.00912343,34.41860465,20,9.407599766,6,10,7.182919009
DFCSND2,48,83.41494196,33.48837209,15.66666667,9.083754305,8,10,7.176148895
DFMD2,48,69.0440473,29.87951807,10.83333333,9.16380699,2,10,7.167388909
DFNCSND2,48,80.24540664,32.55813953,13.66666667,8.841400968,8,10,7.17919947
SDFD2,48,77.18398784,30.61728395,14.66666667,8.729185641,6,10,7.170851578
SDFKSNQD2,48,70.73281595,30.69767442,9.666666667,9.201045858,4,10,7.167429003
SDFND2,48,72.54675539,28.64197531,11.83333333,8.896950973,6,10,7.174495777
SDFNSYNSND2,48,92.42166709,35.74468085,20,9.499755919,10,10,7.177230319
SDFSYNSND2,48,93.12403369,36.59574468,20,9.351069478,10,10,7.177219535
SEDRNQNV4,48,91.99195017,35.36842105,20,9.44646269,10,10,7.17706643
SDFKCSNQD2,49,74.60239456,31.81818182,11.83333333,8.785947735,5,10,7.164931674
SDFMQD2,49,84.84600056,32.88888889,17.33333333,8.451595952,9,10,7.172182381
SDFCNARD2,50,82.63685917,32.35955056,17.66666667,9.449778824,6,10,7.160863121
SDFCSND2,50,83.56029856,31.11111111,20,9.288928515,6,10,7.160258932
SDFNCSND2,50,82.42669971,32,18,9.269258831,6,10,7.15744088
SDFSYNCSNQD2,50,88.21519023,34.04255319,19.83333333,9.176820803,8,10,7.1624829
SDFNSYNCND2,51,87.43705953,34.52631579,19.33333333,9.38176727,7,10,7.195643138
SDFSYNCND2,51,83.8583313,33.68421053,16.5,9.479992151,7,10,7.194128622
FA1OPTSD2,52,90.44322077,39.14893617,15.16666667,8.925784874,10,10,7.201833056
SDFKSND2,52,69.43218764,30.22222222,8.5,9.523912875,4,10,7.186052545
SEDFQARD2,52,72.04512135,29.89010989,12.16666667,8.801632471,4,10,7.18671232
EDFD2,53,52.58782305,23.7037037,-0.166666667,8.867361175,3,10,7.183424841
SDFKCSND2,53,83.73951812,32.17391304,20,9.381668225,5,10,7.183936855
SDFMD2,53,83.30217087,32.34042553,15.33333333,9.438239941,9,10,7.190172062
EDFCNQD2,54,54.67196337,28.50574713,0.166666667,8.824049012,0,10,7.175500562
SDFOPTBD2,54,65.47295242,28.50574713,8.5,9.288782801,2,10,7.178422497
SEDFCNQD2,54,65.69999617,29.01098901,8.333333333,9.180658093,2,10,7.175015736
SDFCNQD2,56,65.56748574,26.97674419,8.333333333,9.085064277,4,10,7.172343943
SEDFQD2,56,63.82839303,29.24731183,6,9.415294654,2,10,7.165786545
EDFCND2,58,58.15455736,27.25274725,4.333333333,9.415833928,0,10,7.152642847
SDFCSNQD2,58,64.94223589,26.66666667,7.666666667,9.448408238,4,10,7.160494323
SEDFCND2,58,74.32661134,30.31578947,15.33333333,9.52487285,2,10,7.152615686
SDFCND2,60,66.93415722,26.66666667,9.5,9.615287806,4,10,7.152202748
SDFCNQOPTBD2,60,53.45239303,26.08695652,3,9.223356837,-2,10,7.142079674
SDFNCND2,60,76.42450011,28.44444444,17.5,9.330511512,4,10,7.149544156
SDFNSYNCSND2,60,88.40470733,31.83673469,20,9.407657083,10,10,7.160315555
SDFSYNCSND2,60,81.09270236,33.46938776,11.33333333,9.130928989,10,10,7.15905228
SEDFARD2,63,59.84611659,28.38709677,3.833333333,9.501277141,1,10,7.124409344
SDFCNOPTBD2,64,59.18039309,27.5,7.5,9.06393142,-2,10,7.116461666
SEDFD2,65,52.67418134,27.5,1.666666667,9.397975792,-3,10,7.109538885
,85.82121303,89.8194769,,,,,,
